# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = /Users/seanreed1/.cmdstanpy/cmdstan-2.22.1/examples/bernoulli/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 50844
# output
#   file = /Users/seanreed1/BAYESIAN-REPOS/MY-RAOS-LECTURE/bernoulli-202010021107-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-7.63388,0.945716,0.990163,1,1,0,7.84542,0.43481
-7.63388,0.705083,0.990163,1,1,0,8.4609,0.43481
-7.31264,1,0.990163,1,1,0,7.66185,0.395451
-7.8871,0.819983,0.990163,1,1,0,8.002,0.461164
-6.74885,0.876159,0.990163,2,3,0,8.65101,0.244925
-8.06534,0.79814,0.990163,2,3,0,8.14023,0.0903118
-7.33476,1,0.990163,1,1,0,7.95858,0.133156
-6.75938,0.88966,0.990163,2,3,0,8.43377,0.231486
-7.18574,0.931643,0.990163,2,3,0,7.28851,0.146715
-7.06187,1,0.990163,1,1,0,7.1993,0.160632
-7.38539,0.943859,0.990163,1,1,0,7.39343,0.129113
-7.80572,0.939956,0.990163,1,1,0,7.83197,0.102564
-6.93921,0.984792,0.990163,1,3,0,7.69535,0.178482
-6.91514,1,0.990163,1,1,0,6.96611,0.182761
-6.99441,0.983782,0.990163,1,1,0,7.01451,0.169769
-6.76076,0.984379,0.990163,1,3,0,7.06575,0.270296
-7.11839,0.778967,0.990163,2,3,0,7.98058,0.153903
-7.0727,1,0.990163,1,1,0,7.16658,0.159285
-7.0727,0.951993,0.990163,1,1,0,7.31291,0.159285
-6.78294,0.992853,0.990163,2,3,0,7.13639,0.217974
-6.77917,1,0.990163,1,1,0,6.78891,0.2197
-6.74916,1,0.990163,2,3,0,6.77469,0.256007
-6.81655,0.981829,0.990163,2,3,0,6.86506,0.298061
-6.81024,1,0.990163,2,3,0,6.83121,0.295719
-7.05085,0.929042,0.990163,1,1,0,7.05166,0.354526
-8.36312,0.64,0.990163,1,1,0,8.37471,0.503752
-15.8025,0.0913724,0.990163,1,1,0,15.8211,0.815049
-10.7249,1,0.990163,3,7,0,15.192,0.0307704
-10.1727,1,0.990163,2,3,0,10.875,0.0378056
-7.42191,0.954391,0.990163,1,3,0,10.3168,0.12634
-6.84332,0.892585,0.990163,2,3,0,8.39625,0.307021
-7.57039,0.845852,0.990163,1,3,0,7.57079,0.42765
-6.85532,1,0.990163,1,3,0,7.34134,0.310649
-6.8393,0.967433,0.990163,1,3,0,7.05375,0.199288
-6.89307,0.969549,0.990163,1,3,0,7.09847,0.320979
-7.54198,0.72212,0.990163,2,7,0,8.37821,0.117954
-6.793,0.940019,0.990163,2,3,0,8.2194,0.288677
-7.36786,0.696447,0.990163,2,3,0,8.49609,0.40285
-6.91952,0.917946,0.990163,1,3,0,7.80963,0.181956
-7.08373,0.933932,0.990163,1,3,0,7.48656,0.360383
-6.95861,1,0.990163,1,1,0,7.08878,0.336307
-6.76861,0.950842,0.990163,2,3,0,7.22734,0.275917
-6.79208,0.9849,0.990163,2,3,0,6.86224,0.214173
-6.79208,0.895955,0.990163,1,3,0,7.31439,0.214173
-6.79208,0.882014,0.990163,1,3,0,7.36654,0.214173
-6.76319,0.994152,0.990163,1,3,0,6.83126,0.27218
-6.78149,0.990296,0.990163,1,3,0,6.82437,0.218627
-6.96009,0.968448,0.990163,1,3,0,6.96447,0.175027
-7.26202,0.981247,0.990163,2,3,0,7.26403,0.13943
-7.38592,0.993256,0.990163,2,3,0,7.45392,0.129072
-7.12236,1,0.990163,1,1,0,7.36123,0.153456
-6.76581,0.975227,0.990163,1,3,0,7.23479,0.274058
-6.79919,0.975149,0.990163,2,3,0,6.9105,0.211501
-8.22322,0.58417,0.990163,2,3,0,9.93459,0.0838936
-6.90031,0.867541,0.990163,2,7,0,9.1068,0.322812
-7.36374,0.772433,0.990163,1,3,0,8.06764,0.130813
-7.52744,0.97491,0.990163,1,1,0,7.60035,0.118916
-6.78148,1,0.990163,1,3,0,7.48998,0.218629
-6.74804,0.963619,0.990163,2,3,0,7.03681,0.25083
-6.75665,0.997871,0.990163,1,3,0,6.75798,0.266657
-6.95338,0.969409,0.990163,2,3,0,6.96655,0.176114
-7.39832,0.963434,0.990163,2,3,0,7.40066,0.406801
-8.57858,0.661833,0.990163,1,1,0,8.67814,0.520852
-6.95743,1,0.990163,1,1,0,8.03381,0.336051
-7.28652,0.898393,0.990163,1,1,0,7.31378,0.391834
-7.10594,0.830197,0.990163,1,3,0,8.13474,0.155324
-6.9116,1,0.990163,1,1,0,7.07161,0.18342
-6.97973,0.951965,0.990163,1,3,0,7.33148,0.340758
-7.15882,0.981197,0.990163,2,3,0,7.20468,0.372843
-7.38653,0.926313,0.990163,1,1,0,7.48398,0.405283
-7.01398,1,0.990163,1,1,0,7.3032,0.347599
-6.80646,0.971966,0.990163,1,3,0,7.16926,0.208972
-6.88006,0.983382,0.990163,1,1,0,6.88271,0.189707
-6.75648,0.996339,0.990163,2,3,0,6.90723,0.233982
-6.76493,0.913766,0.990163,2,3,0,7.28606,0.227499
-6.97657,0.957683,0.990163,1,3,0,6.99344,0.172442
-7.20436,0.957307,0.990163,1,1,0,7.21309,0.144861
-8.08131,0.883825,0.990163,1,3,0,8.08958,0.0896311
-6.97897,0.846,0.990163,2,3,0,9.86553,0.340602
-6.97897,0.811218,0.990163,1,3,0,7.76497,0.340602
-7.0519,0.97686,0.990163,1,1,0,7.11008,0.354716
-7.09443,0.986243,0.990163,1,1,0,7.1806,0.362231
-6.77733,1,0.990163,1,3,0,7.00291,0.281042
-7.09639,0.795766,0.990163,2,3,0,7.99559,0.156437
-6.8923,1,0.990163,1,1,0,7.05709,0.187173
-7.85747,0.789432,0.990163,1,3,0,8.39305,0.458239
-6.95626,1,0.990163,1,1,0,7.56424,0.335799
-8.50651,0.594294,0.990163,1,1,0,8.50658,0.515258
-8.39021,1,0.990163,1,1,0,9.00559,0.505965
-7.08048,0.854682,0.990163,1,3,0,9.26081,0.158335
-6.93604,1,0.990163,1,1,0,7.06486,0.179027
-6.77069,0.95069,0.990163,2,3,0,7.36006,0.277221
-6.7974,0.975164,0.990163,2,3,0,6.909,0.29058
-6.74939,0.995928,0.990163,2,3,0,6.82204,0.256584
-6.80056,0.940164,0.990163,2,3,0,7.09861,0.211013
-7.47598,0.899938,0.990163,2,3,0,7.65634,0.122434
-6.90887,0.924215,0.990163,2,7,0,8.02389,0.324925
-6.76463,0.991025,0.990163,1,3,0,6.95769,0.227692
-7.89301,0.765088,0.990163,1,3,0,8.23248,0.0981759
-8.99097,0.962475,0.990163,2,3,0,8.99101,0.0601522
-7.41528,0.867846,0.990163,1,3,0,11.3611,0.408962
-6.92734,0.913853,0.990163,1,3,0,7.87833,0.18055
-6.7497,1,0.990163,1,3,0,6.91548,0.242811
-7.20374,0.896888,0.990163,2,3,0,7.4736,0.379799
-10.4069,0.633195,0.990163,2,3,0,10.4094,0.633683
-7.56115,1,0.990163,1,1,0,9.47431,0.426586
-7.56115,0.678649,0.990163,1,1,0,8.42904,0.426586
-6.82015,1,0.990163,2,3,0,7.55893,0.204641
-7.19637,0.964185,0.990163,2,3,0,7.22854,0.378679
-6.76064,0.995052,0.990163,2,3,0,7.25515,0.230498
-6.77827,0.922097,0.990163,2,3,0,7.29662,0.220127
-7.13639,0.931392,0.990163,1,3,0,7.16955,0.151902
-6.75888,0.87673,0.990163,2,3,0,8.87865,0.231888
-6.93342,0.966828,0.990163,2,3,0,7.00788,0.17948
-6.79637,0.97753,0.990163,1,3,0,7.0734,0.290143
-6.93503,0.941439,0.990163,1,3,0,7.12769,0.179201
-6.76442,1,0.990163,2,3,0,6.89591,0.273082
-7.84835,0.710158,0.990163,1,3,0,8.50943,0.100384
-6.78369,1,0.990163,2,3,0,7.76103,0.217644
-8.00628,0.744439,0.990163,1,3,0,8.31407,0.472562
-7.00314,0.881136,0.990163,1,3,0,8.67256,0.168504
-8.43945,0.895049,0.990163,2,3,0,8.6628,0.509941
-7.87968,1,0.990163,1,1,0,8.54814,0.460435
-8.67428,0.755128,0.990163,1,1,0,8.95702,0.528099
-7.13441,1,0.990163,1,1,0,8.1645,0.368917
-7.20408,0.977159,0.990163,1,1,0,7.31331,0.379849
-7.20408,0.417215,0.990163,1,3,0,9.85646,0.379849
-7.15032,1,0.990163,1,1,0,7.30308,0.371488
-6.87945,0.939909,0.990163,1,3,0,7.48281,0.189835
-6.81362,1,0.990163,2,3,0,6.86898,0.206645
-6.77002,1,0.990163,1,1,0,6.80343,0.224412
-6.77002,0.829703,0.990163,1,3,0,7.59745,0.224412
-6.81947,0.985362,0.990163,2,3,0,6.88759,0.204844
-6.77278,1,0.990163,1,1,0,6.80871,0.222895
-6.77278,0.838875,0.990163,1,3,0,7.55428,0.222895
-6.77326,0.9943,0.990163,2,3,0,6.8249,0.278759
-6.77326,0.519557,0.990163,1,3,0,8.79418,0.278759
-7.14551,0.917361,0.990163,1,3,0,7.15221,0.370716
-7.29417,0.755097,0.990163,1,3,0,8.33952,0.136584
-7.35226,0.996828,0.990163,2,3,0,7.44333,0.131731
-6.79502,0.975485,0.990163,2,3,0,7.60797,0.289562
-7.58823,0.75889,0.990163,1,3,0,8.20125,0.114984
-6.76601,0.99727,0.990163,1,3,0,7.58626,0.226804
-9.02819,0.682106,0.990163,2,3,0,9.10069,0.0592373
-6.76274,1,0.990163,2,3,0,8.51341,0.271841
-6.74882,1,0.990163,2,3,0,6.76106,0.245037
-6.76616,0.957386,0.990163,2,3,0,7.00842,0.226708
-7.10676,0.930701,0.990163,1,3,0,7.14858,0.15523
-6.84042,0.986748,0.990163,2,3,0,7.25645,0.198995
-6.91774,0.983159,0.990163,1,1,0,6.92512,0.182281
-6.91774,0.880554,0.990163,1,3,0,7.67001,0.182281
-7.78207,0.931093,0.990163,2,3,0,7.87858,0.450619
-7.44493,1,0.990163,1,1,0,7.84622,0.412681
-7.09283,1,0.990163,1,1,0,7.39159,0.361955
-6.86399,1,0.990163,1,1,0,7.03126,0.313155
-7.34155,0.813908,0.990163,1,3,0,7.95352,0.1326
-7.18563,1,0.990163,1,1,0,7.36383,0.146727
-6.80847,0.990987,0.990163,2,3,0,7.27601,0.208304
-6.88403,0.982988,0.990163,1,1,0,6.88678,0.18887
-6.85826,0.84574,0.990163,2,3,0,8.14213,0.194579
-6.93098,0.984387,0.990163,1,1,0,6.94203,0.179907
-6.8128,0.974489,0.990163,1,3,0,7.1009,0.296681
-6.80506,0.955796,0.990163,2,3,0,7.04355,0.293714
-7.00493,0.85036,0.990163,2,3,0,7.58674,0.345833
-7.3876,0.881374,0.990163,1,1,0,7.42416,0.40542
-6.83126,1,0.990163,2,3,0,7.32712,0.201449
-7.05708,0.930611,0.990163,1,3,0,7.30484,0.355657
-8.04367,0.62413,0.990163,1,3,0,9.71035,0.091248
-7.66536,1,0.990163,1,1,0,8.05506,0.110308
-6.74876,0.85366,0.990163,2,3,0,10.351,0.25481
-6.93459,0.950328,0.990163,2,3,0,7.06701,0.330986
-6.76347,1,0.990163,1,3,0,6.8875,0.272389
-6.76347,0.694024,0.990163,1,3,0,8.25563,0.272389
-7.04163,0.93743,0.990163,1,3,0,7.04922,0.352832
-6.79806,1,0.990163,1,1,0,6.9678,0.290859
-6.82318,0.992624,0.990163,1,1,0,6.83313,0.300414
-6.86542,0.987367,0.990163,1,1,0,6.88023,0.31356
-7.42282,0.910422,0.990163,2,3,0,7.42282,0.126273
-6.84042,0.932668,0.990163,1,3,0,7.81035,0.306114
-6.84042,0.869942,0.990163,1,3,0,7.25884,0.306114
-6.9171,0.992277,0.990163,2,3,0,6.93279,0.326911
-6.7711,1,0.990163,2,3,0,6.89143,0.223807
-6.75935,0.995122,0.990163,2,3,0,6.80769,0.269124
-6.88909,0.964975,0.990163,2,3,0,6.97754,0.187825
-7.15435,0.575341,0.990163,2,3,0,10.7446,0.149966
-6.77727,1,0.990163,2,3,0,7.06544,0.281013
-7.25221,0.895022,0.990163,1,3,0,7.26104,0.386957
-6.94841,1,0.990163,1,1,0,7.18021,0.334083
-6.95283,0.916682,0.990163,1,3,0,7.39131,0.176203
-6.84282,1,0.990163,1,1,0,6.93314,0.198374
-6.90518,0.967161,0.990163,1,3,0,7.121,0.32402
-6.93911,0.989464,0.990163,1,1,0,6.97982,0.33201
-7.621,0.799171,0.990163,1,1,0,7.62929,0.433378
-6.86666,1,0.990163,2,3,0,7.378,0.313908
-7.07998,0.935212,0.990163,1,1,0,7.09176,0.359728
-6.94888,0.912487,0.990163,1,3,0,7.55102,0.176855
-6.99017,0.991638,0.990163,1,1,0,7.02466,0.170393
-8.90455,0.832554,0.990163,2,3,0,9.39119,0.544756
-7.72276,1,0.990163,1,1,0,8.68555,0.444432
-7.72276,0.588797,0.990163,1,1,0,8.87051,0.444432
-8.42886,0.779573,0.990163,1,1,0,8.66719,0.509091
-7.75166,1,0.990163,1,1,0,8.44077,0.447469
-8.27472,0.831589,0.990163,1,1,0,8.54109,0.496387
-8.27472,0.663834,0.990163,1,1,0,9.40868,0.496387
-7.36312,0.707011,0.990163,1,3,0,9.87929,0.130862
-6.74833,0.979318,0.990163,1,3,0,7.43034,0.253127
-6.7482,0.99284,0.990163,2,3,0,6.78796,0.24765
-6.81983,0.881584,0.990163,2,3,0,7.42772,0.204737
-6.76164,0.948699,0.990163,2,3,0,7.16602,0.270995
-6.9954,0.947376,0.990163,1,3,0,7.00179,0.343942
-6.78628,1,0.990163,2,3,0,6.95721,0.21653
-6.8156,0.993087,0.990163,1,1,0,6.81961,0.206027
-6.75645,0.943365,0.990163,2,3,0,7.19301,0.266453
-7.4712,0.841619,0.990163,1,3,0,7.51489,0.415915
-6.86611,1,0.990163,1,1,0,7.27802,0.313754
-9.13501,0.619406,0.990163,2,7,0,9.13621,0.0567063
-6.74815,1,0.990163,2,3,0,8.63477,0.252025
-6.74815,0.961602,0.990163,1,3,0,6.8843,0.252025
-7.04876,0.928082,0.990163,1,3,0,7.08778,0.354143
-6.76262,0.941059,0.990163,2,3,0,7.37501,0.271752
-7.21524,0.926859,0.990163,2,3,0,7.23755,0.143802
-7.2268,0.997993,0.990163,1,1,0,7.31893,0.142694
-7.06933,1,0.990163,1,1,0,7.22912,0.159701
-6.7638,1,0.990163,1,3,0,7.03263,0.228243
-7.07104,0.954928,0.990163,2,3,0,7.15109,0.358153
-7.16905,0.968306,0.990163,1,1,0,7.25346,0.374457
-7.33086,0.947167,0.990163,1,1,0,7.43931,0.397928
-7.18441,1,0.990163,2,3,0,7.39713,0.376846
-6.96536,1,0.990163,1,1,0,7.15125,0.337751
-6.75795,1,0.990163,2,3,0,6.963,0.232668
-6.75845,0.993009,0.990163,2,3,0,6.80582,0.268334
-7.30168,0.848049,0.990163,1,3,0,7.59162,0.135937
-7.07883,0.925444,0.990163,1,3,0,8.05842,0.359527
-6.82445,0.841927,0.990163,2,3,0,7.84155,0.300852
-6.81081,0.947928,0.990163,2,3,0,7.09259,0.295935
-6.91141,0.970103,0.990163,1,1,0,6.91748,0.325544
-7.72395,0.706082,0.990163,1,3,0,8.75881,0.106964
-7.81444,0.988067,0.990163,1,1,0,7.95716,0.102112
-7.22063,1,0.990163,2,3,0,7.7219,0.143283
-6.78978,0.934482,0.990163,2,3,0,7.83867,0.287228
-7.55561,0.627569,0.990163,2,3,0,8.94789,0.425945
-9.03677,0.822384,0.990163,2,3,0,9.16361,0.55387
-9.85822,0.753118,0.990163,1,1,0,10.5298,0.604484
-8.13108,1,0.990163,1,1,0,9.53447,0.483932
-7.00275,1,0.990163,2,3,0,7.7594,0.345404
-7.38921,0.960101,0.990163,2,3,0,7.42492,0.405628
-6.76,0.978113,0.990163,2,3,0,7.55227,0.230991
-6.79745,0.987058,0.990163,1,3,0,6.83782,0.290603
-7.42847,0.89585,0.990163,2,3,0,7.43726,0.125854
-8.22563,0.895288,0.990163,1,1,0,8.22594,0.0838007
-6.91091,0.866537,0.990163,2,7,0,9.13494,0.325422
-6.91091,0.21298,0.990163,1,3,0,12.362,0.325422
-7.005,0.990255,0.990163,2,3,0,7.03927,0.345847
-8.16197,0.677196,0.990163,1,1,0,8.16988,0.486664
-7.07966,1,0.990163,2,3,0,7.95571,0.158435
-7.35547,0.952134,0.990163,1,1,0,7.37014,0.131473
-6.75982,0.965374,0.990163,1,3,0,7.49932,0.26952
-6.91412,0.951106,0.990163,1,3,0,7.01555,0.18295
-6.86332,1,0.990163,2,3,0,6.91874,0.193402
-6.9642,0.978652,0.990163,1,1,0,6.97227,0.174371
-6.77641,0.980447,0.990163,1,3,0,7.07014,0.28054
-7.33181,0.737474,0.990163,2,3,0,8.26235,0.398057
-6.75792,1,0.990163,1,3,0,7.19515,0.267853
-6.79755,0.988862,0.990163,1,1,0,6.79755,0.290643
-6.81017,0.976042,0.990163,2,3,0,6.94259,0.207747
-6.77629,1,0.990163,2,3,0,6.80379,0.221091
-6.84954,0.980227,0.990163,2,3,0,6.93627,0.196683
-6.78395,1,0.990163,1,1,0,6.83475,0.217531
-6.75219,1,0.990163,1,3,0,6.77676,0.238705
-6.75301,0.995054,0.990163,2,3,0,6.78387,0.262619
-6.74878,0.999382,0.990163,2,3,0,6.75719,0.254898
-8.39038,0.675886,0.990163,1,3,0,8.53649,0.505979
-8.6606,0.969618,0.990163,2,3,0,9.18014,0.527075
-8.6606,0.691726,0.990163,1,3,0,10.3379,0.527075
-6.82836,1,0.990163,1,3,0,8.09386,0.302186
-6.82836,0.947814,0.990163,1,1,0,6.9547,0.302186
-7.25009,0.934807,0.990163,2,3,0,7.25078,0.140518
-6.7728,0.964545,0.990163,1,3,0,7.41435,0.278492
-11.4125,0.371381,0.990163,2,7,0,11.6643,0.680025
-6.82221,1,0.990163,2,7,0,10.0384,0.300076
-6.86825,0.986237,0.990163,1,1,0,6.88231,0.314353
-6.79918,0.980523,0.990163,1,3,0,6.99225,0.211506
-7.32282,0.916873,0.990163,2,3,0,7.49839,0.134147
-6.77218,0.96033,0.990163,1,3,0,7.50407,0.278124
-7.51804,0.785388,0.990163,1,3,0,7.99828,0.119545
-7.98357,0.938131,0.990163,1,1,0,8.01498,0.0939207
-8.27729,0.967054,0.990163,1,1,0,8.38948,0.0818449
-6.74847,0.97467,0.990163,2,3,0,8.61685,0.253769
-6.74847,0.979464,0.990163,1,3,0,6.82005,0.253769
-7.1197,0.912491,0.990163,1,3,0,7.16262,0.366496
-9.15494,0.742794,0.990163,2,3,0,9.16307,0.56176
-7.47214,1,0.990163,2,3,0,8.78216,0.122704
-7.66052,0.990932,0.990163,2,3,0,7.74194,0.110592
-6.8399,0.994885,0.990163,2,3,0,7.70449,0.199131
-6.8399,0.804356,0.990163,1,3,0,7.9542,0.199131
-7.55162,0.883356,0.990163,1,3,0,7.61804,0.117324
-8.08791,0.93074,0.990163,1,1,0,8.11223,0.0893516
-7.97919,1,0.990163,1,1,0,8.2427,0.0941198
-6.84844,0.956105,0.990163,1,3,0,8.61528,0.308595
-6.84844,0.789444,0.990163,1,3,0,7.84256,0.308595
-6.76779,1,0.990163,2,3,0,6.82997,0.225713
-6.82287,0.873172,0.990163,2,3,0,7.67818,0.203836
-6.75244,0.995739,0.990163,1,3,0,6.84309,0.261865
-6.75613,0.997038,0.990163,2,3,0,6.77167,0.234314
-6.7487,0.999527,0.990163,1,3,0,6.75863,0.254606
-7.04613,0.922471,0.990163,1,3,0,7.15257,0.162644
-6.8409,1,0.990163,1,1,0,7.00211,0.19887
-6.8805,0.991246,0.990163,1,1,0,6.89376,0.189613
-6.98973,0.804928,0.990163,2,3,0,8.45047,0.170458
-6.74802,0.996009,0.990163,1,3,0,6.99511,0.249703
-6.81642,0.982671,0.990163,1,3,0,6.833,0.205772
-6.78902,1,0.990163,2,3,0,6.81477,0.215394
-8.72952,0.530486,0.990163,2,3,0,10.4232,0.0671088
-6.75824,0.874999,0.990163,1,3,0,9.39034,0.268147
-6.76398,0.998398,0.990163,1,1,0,6.76577,0.272761
-6.9222,0.881947,0.990163,2,3,0,7.44723,0.181471
-6.76463,0.986552,0.990163,1,3,0,6.99096,0.273226
-7.18724,0.905034,0.990163,1,3,0,7.20165,0.377282
-6.87012,1,0.990163,2,3,0,7.10864,0.191865
-6.80813,0.969698,0.990163,2,3,0,7.1203,0.294911
-7.07767,0.920804,0.990163,1,1,0,7.07796,0.359324
-6.756,0.95048,0.990163,2,3,0,7.37175,0.266003
-6.89612,0.884835,0.990163,2,3,0,7.43008,0.186407
-7.40013,0.926906,0.990163,1,3,0,7.41067,0.12798
-6.80346,0.99957,0.990163,1,3,0,7.33327,0.209993
-6.7484,0.998718,0.990163,1,3,0,6.80685,0.253459
-7.34182,0.82302,0.990163,2,3,0,7.87347,0.399402
-7.24009,1,0.990163,1,1,0,7.44752,0.385198
-7.72086,0.949391,0.990163,2,3,0,7.82046,0.444231
-7.79202,0.519288,0.990163,1,3,0,10.2441,0.103281
-7.04925,0.976405,0.990163,1,3,0,7.67427,0.16224
-7.09551,0.92873,0.990163,1,3,0,7.70448,0.362415
-6.88024,1,0.990163,1,1,0,7.04246,0.317627
-6.88024,0.816164,0.990163,1,1,0,7.3086,0.317627
-7.71439,0.762841,0.990163,1,1,0,7.71451,0.443545
-6.99935,1,0.990163,1,1,0,7.49461,0.34473
-6.88069,0.94639,0.990163,1,3,0,7.31355,0.189573
-6.88069,0.997277,0.990163,1,1,0,6.91819,0.189573
-6.94399,0.986617,0.990163,1,1,0,6.96066,0.177673
-6.83233,1,0.990163,1,1,0,6.9223,0.201156
-6.86893,0.991832,0.990163,1,1,0,6.88101,0.192132
-6.75062,1,0.990163,2,3,0,6.85086,0.259088
-6.84151,0.973775,0.990163,1,3,0,6.88318,0.198711
-6.76673,0.973365,0.990163,2,3,0,7.05773,0.274679
-6.83903,0.944531,0.990163,2,3,0,7.08129,0.199359
-6.77463,0.988659,0.990163,1,3,0,6.9118,0.279546
-7.02402,0.962444,0.990163,2,3,0,7.03003,0.165586
-7.67785,0.908408,0.990163,1,3,0,7.68462,0.109581
-6.76194,0.990468,0.990163,1,3,0,7.70184,0.229542
-8.18291,0.711852,0.990163,1,3,0,8.43642,0.488499
-6.96519,1,0.990163,1,1,0,7.77779,0.337714
-6.75061,1,0.990163,1,3,0,6.92261,0.259069
-6.89662,0.870348,0.990163,2,3,0,7.52923,0.186308
-6.77003,0.877883,0.990163,2,3,0,7.83256,0.224405
-7.23195,0.931784,0.990163,2,3,0,7.37456,0.384005
-6.97877,0.895744,0.990163,1,3,0,7.79429,0.172105
-7.41248,0.93512,0.990163,1,3,0,7.41255,0.127046
-6.76476,1,0.990163,1,3,0,7.39085,0.227605
-6.76965,0.995305,0.990163,1,3,0,6.80594,0.276581
-6.76965,0.815273,0.990163,1,3,0,7.39712,0.276581
-7.1268,0.920323,0.990163,1,3,0,7.13462,0.36767
-7.79122,0.678818,0.990163,2,3,0,9.3241,0.103323
-7.76969,1,0.990163,1,1,0,7.96057,0.104466
-6.79518,1,0.990163,2,3,0,7.53321,0.289631
-6.76778,0.993161,0.990163,1,3,0,6.8431,0.225717
-6.75858,1,0.990163,1,1,0,6.76659,0.232139
-6.95278,0.948067,0.990163,1,3,0,7.02992,0.335041
-6.8492,0.865794,0.990163,2,3,0,7.60483,0.308824
-7.15235,0.909279,0.990163,1,1,0,7.15667,0.371813
-7.15235,0.834151,0.990163,1,1,0,7.57334,0.371813
-6.7691,1,0.990163,2,3,0,7.16146,0.224941
-6.77559,0.998406,0.990163,1,1,0,6.7795,0.221441
-6.74808,0.999709,0.990163,2,3,0,6.77705,0.248638
-6.74802,0.999703,0.990163,2,3,0,6.74978,0.250297
-6.74817,0.983838,0.990163,2,3,0,6.83802,0.247848
-6.78031,0.994063,0.990163,2,3,0,6.79084,0.282626
-6.76421,0.994836,0.990163,1,3,0,6.81827,0.227967
-6.76035,0.941782,0.990163,2,3,0,7.16988,0.230721
-6.88003,0.975141,0.990163,2,3,0,6.94749,0.189712
-6.9177,0.991947,0.990163,1,1,0,6.93929,0.18229
-6.88371,1,0.990163,1,1,0,6.93356,0.188937
-6.75886,1,0.990163,1,3,0,6.86103,0.231901
-6.75188,0.972692,0.990163,2,3,0,6.92238,0.261082
-6.90758,0.955369,0.990163,1,3,0,6.97998,0.18418
-7.26414,0.970265,0.990163,2,3,0,7.26623,0.388671
-6.75833,1,0.990163,1,3,0,7.14258,0.268231
-6.79676,0.965677,0.990163,2,3,0,6.95319,0.21239
-7.29704,0.875213,0.990163,1,3,0,7.53215,0.3933
-7.22656,1,0.990163,1,1,0,7.41323,0.38321
-7.92632,0.786193,0.990163,1,1,0,8.00546,0.464978
