# stan_version_major = 2
# stan_version_minor = 22
# stan_version_patch = 1
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 2
# data
#   file = /Users/seanreed1/.cmdstanpy/cmdstan-2.22.1/examples/bernoulli/bernoulli.data.json
# init = 2 (Default)
# random
#   seed = 50844
# output
#   file = /Users/seanreed1/BAYESIAN-REPOS/MY-RAOS-LECTURE/bernoulli-202010021107-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-7.12151,0.920083,0.97436,1,3,0,7.12315,0.366796
-6.78015,0.988145,0.97436,1,3,0,7.17828,0.219241
-7.27538,0.916211,0.97436,2,3,0,7.48307,0.390268
-7.27538,0.498603,0.97436,1,1,0,8.51998,0.390268
-6.75021,1,0.97436,1,3,0,7.15072,0.258328
-7.01204,0.929093,0.97436,1,3,0,7.10295,0.167243
-7.97712,0.877517,0.97436,1,3,0,8.01299,0.0942146
-6.74919,0.948997,0.97436,1,3,0,8.06971,0.24398
-6.76485,0.997508,0.97436,2,3,0,6.7678,0.273384
-6.87527,0.938087,0.97436,2,3,0,7.09527,0.190736
-6.7869,0.841255,0.97436,2,3,0,8.04894,0.216271
-7.37244,0.664904,0.97436,2,3,0,9.06121,0.130124
-8.59977,0.786109,0.97436,1,3,0,9.96739,0.522474
-6.89827,0.981204,0.97436,1,3,0,8.78171,0.185983
-6.828,0.982557,0.97436,2,3,0,7.06015,0.302065
-7.11743,0.909025,0.97436,1,1,0,7.12108,0.366118
-6.88687,1,0.97436,1,1,0,7.05981,0.319376
-7.34369,0.855726,0.97436,1,1,0,7.3537,0.399651
-6.87111,0.948494,0.97436,1,3,0,7.60401,0.191647
-6.80519,1,0.97436,1,1,0,6.8593,0.209403
-6.75479,0.995609,0.97436,1,3,0,6.82366,0.264727
-6.75133,0.980153,0.97436,2,3,0,6.85662,0.239923
-7.51522,0.82682,0.97436,1,3,0,7.7175,0.119735
-7.51522,0.889485,0.97436,1,1,0,8.23754,0.119735
-7.22709,0.908029,0.97436,1,3,0,8.47579,0.383288
-10.0247,0.356285,0.97436,1,1,0,10.0486,0.613683
-7.58961,1,0.97436,2,3,0,9.23987,0.429844
-6.7579,1,0.97436,1,3,0,7.49355,0.232711
-6.76191,0.995548,0.97436,2,3,0,6.79078,0.229564
-6.92056,0.967168,0.97436,1,3,0,6.92838,0.181767
-7.02826,0.976964,0.97436,1,1,0,7.04741,0.165011
-7.05526,0.994471,0.97436,1,1,0,7.11284,0.161469
-6.97545,1,0.97436,1,1,0,7.07307,0.172614
-7.31526,0.934302,0.97436,1,1,0,7.3182,0.134781
-8.1415,0.930752,0.97436,2,3,0,8.14214,0.484857
-8.1415,0.186462,0.97436,1,1,0,11.3072,0.484857
-7.53756,1,0.97436,1,1,0,8.12776,0.423844
-6.75071,0.862108,0.97436,2,3,0,8.23027,0.240912
-6.75159,0.985687,0.97436,2,3,0,6.83403,0.239547
-7.32915,0.861444,0.97436,1,3,0,7.41663,0.397698
-6.77509,0.98076,0.97436,2,3,0,7.48257,0.221696
-6.85465,0.993395,0.97436,2,3,0,6.85467,0.195438
-7.56087,0.886138,0.97436,1,3,0,7.60409,0.116725
-6.7506,1,0.97436,2,3,0,7.41921,0.259044
-7.26553,0.865129,0.97436,1,3,0,7.4573,0.139113
-6.84074,0.836499,0.97436,2,3,0,8.87533,0.198912
-6.77218,1,0.97436,1,1,0,6.82343,0.223216
-7.18493,0.916552,0.97436,1,3,0,7.22591,0.146798
-7.13359,0.733598,0.97436,2,3,0,10.8699,0.15221
-6.74803,0.990303,0.97436,1,3,0,7.12912,0.24966
-6.97956,0.927931,0.97436,2,3,0,7.17598,0.340722
-6.7732,0.990458,0.97436,1,3,0,7.03064,0.222674
-6.83732,0.983898,0.97436,1,1,0,6.8375,0.19981
-6.92155,0.966181,0.97436,1,3,0,7.11098,0.327966
-7.07071,0.865661,0.97436,2,3,0,7.57932,0.159531
-6.97667,1,0.97436,1,1,0,7.08299,0.172426
-7.07455,0.979808,0.97436,1,1,0,7.1057,0.159059
-6.76491,0.938448,0.97436,2,3,0,7.53636,0.273426
-6.78393,0.92522,0.97436,2,3,0,7.13625,0.217541
-6.8424,0.985521,0.97436,1,1,0,6.84393,0.198482
-8.07969,0.786093,0.97436,2,3,0,8.75324,0.479316
-6.81123,0.91781,0.97436,2,3,0,8.68974,0.207405
-6.95412,0.960768,0.97436,2,3,0,7.13576,0.175993
-8.01106,0.856056,0.97436,2,3,0,8.38217,0.0926841
-6.92024,1,0.97436,1,3,0,7.88297,0.181825
-8.20098,0.812039,0.97436,1,3,0,8.34401,0.0847576
-6.8476,0.999087,0.97436,2,3,0,8.15818,0.197163
-7.36312,0.869001,0.97436,1,3,0,7.6653,0.402228
-7.67064,0.964532,0.97436,2,3,0,7.84449,0.438844
-7.00582,1,0.97436,2,3,0,7.46645,0.346007
-7.04885,0.880053,0.97436,1,3,0,7.59672,0.162292
-6.77257,1,0.97436,2,3,0,6.98585,0.278356
-6.81253,0.904272,0.97436,2,3,0,7.24474,0.206989
-6.85032,0.990876,0.97436,1,1,0,6.85945,0.19649
-6.85678,0.998473,0.97436,1,1,0,6.88095,0.19493
-7.28126,0.961929,0.97436,2,3,0,7.32695,0.391097
-7.27578,1,0.97436,1,1,0,7.45612,0.390324
-6.88466,1,0.97436,2,3,0,7.19289,0.188739
-6.88486,0.999955,0.97436,1,1,0,6.91865,0.188698
-6.86018,0.970863,0.97436,2,3,0,7.1451,0.312065
-9.18054,0.339752,0.97436,1,3,0,11.2971,0.0556681
-9.89691,0.950556,0.97436,1,1,0,10.0049,0.0419922
-6.95793,0.90865,0.97436,1,3,0,11.7348,0.336159
-7.43947,0.845583,0.97436,1,1,0,7.46575,0.412003
-6.95788,1,0.97436,1,1,0,7.29799,0.336149
-7.75067,0.756507,0.97436,1,1,0,7.76605,0.447366
-9.03909,0.617334,0.97436,1,1,0,9.27452,0.554026
-9.03909,0.631488,0.97436,1,3,0,10.8862,0.554026
-7.17218,1,0.97436,2,3,0,8.38763,0.374946
-6.98077,1,0.97436,1,1,0,7.15797,0.340972
-6.75942,0.995478,0.97436,1,3,0,6.99456,0.231449
-6.88982,0.963458,0.97436,1,3,0,6.94547,0.320143
-6.86803,0.819722,0.97436,2,3,0,7.69967,0.314293
-6.85474,0.96533,0.97436,1,3,0,7.0761,0.195416
-8.3214,0.733941,0.97436,2,3,0,9.1832,0.500302
-7.19454,1,0.97436,2,3,0,7.97359,0.3784
-6.85916,1,0.97436,1,1,0,7.09024,0.311769
-8.55623,0.650824,0.97436,1,3,0,8.55974,0.51913
-7.37084,1,0.97436,2,3,0,8.23249,0.403241
-6.9857,0.903372,0.97436,1,3,0,7.88411,0.171059
-7.08654,0.979341,0.97436,1,1,0,7.11878,0.157606
-7.07762,1,0.97436,1,1,0,7.15732,0.158684
-7.01868,1,0.97436,1,1,0,7.11315,0.16632
-7.1208,0.979531,0.97436,1,1,0,7.15884,0.153631
-6.92469,1,0.97436,2,3,0,7.08783,0.181023
-6.85864,1,0.97436,2,3,0,6.92364,0.194489
-7.14076,0.954634,0.97436,1,3,0,7.1408,0.151425
-6.83474,0.984456,0.97436,2,3,0,7.30489,0.200501
-6.79117,1,0.97436,2,3,0,6.82795,0.21453
-6.79117,0.89097,0.97436,1,3,0,7.29149,0.21453
-6.84419,0.884776,0.97436,2,3,0,7.64122,0.198025
-6.8889,0.989571,0.97436,1,1,0,6.90364,0.187864
-6.97988,0.993315,0.97436,2,3,0,6.99589,0.171936
-6.74819,0.999523,0.97436,2,3,0,6.97348,0.24773
-6.74819,0.367285,0.97436,1,3,0,9.95332,0.24773
-6.7653,0.996475,0.97436,2,3,0,6.77181,0.2737
-6.75713,1,0.97436,1,1,0,6.76431,0.267122
-6.78546,0.989242,0.97436,1,3,0,6.81606,0.216877
-6.74868,1,0.97436,1,3,0,6.77913,0.245482
-6.89854,0.963481,0.97436,1,3,0,6.92448,0.185929
-7.23502,0.931073,0.97436,1,1,0,7.23502,0.141918
-6.99764,1,0.97436,1,1,0,7.20102,0.169298
-7.04738,0.989701,0.97436,1,1,0,7.09301,0.162482
-6.76132,0.980778,0.97436,1,3,0,7.10478,0.270745
-6.80653,0.89292,0.97436,2,3,0,7.29858,0.20895
-6.74809,0.891957,0.97436,2,3,0,7.49169,0.248563
-6.75729,0.985112,0.97436,2,3,0,6.82933,0.233246
-7.11637,0.921314,0.97436,1,3,0,7.16657,0.154131
-7.55402,0.915338,0.97436,2,3,0,8.08719,0.117168
-6.76616,0.907652,0.97436,2,3,0,8.48983,0.274296
-6.8863,0.97278,0.97436,1,3,0,6.88636,0.319229
-7.2532,0.821298,0.97436,2,3,0,7.77924,0.140233
-7.79641,0.914347,0.97436,1,1,0,7.80474,0.10305
-6.75323,0.939596,0.97436,1,3,0,7.94767,0.2629
-6.75006,0.996024,0.97436,2,3,0,6.77549,0.242081
-6.78406,0.869785,0.97436,2,3,0,7.48611,0.217485
-6.77245,0.939046,0.97436,2,3,0,7.221,0.223073
-6.90897,0.974116,0.97436,1,3,0,6.91086,0.183917
-6.77015,1,0.97436,1,3,0,6.87661,0.224337
-8.4072,0.67171,0.97436,1,3,0,8.92591,0.0771985
-6.75411,0.893594,0.97436,1,3,0,8.74815,0.263963
-7.26826,0.878437,0.97436,1,3,0,7.29267,0.389258
-6.77595,1,0.97436,1,3,0,7.11589,0.280287
-6.8986,0.962418,0.97436,1,1,0,6.8989,0.322382
-7.08679,0.979541,0.97436,2,3,0,7.11298,0.360914
-7.40818,0.892314,0.97436,1,1,0,7.48407,0.408061
-7.11495,1,0.97436,1,1,0,7.39162,0.365704
-7.50492,0.870007,0.97436,1,1,0,7.58494,0.419985
-6.88146,1,0.97436,1,1,0,7.29616,0.317952
-6.81282,0.884582,0.97436,2,3,0,7.38805,0.29669
-6.81282,0.503516,0.97436,1,3,0,8.6466,0.29669
-6.81282,0.724032,0.97436,1,3,0,7.66941,0.29669
-7.15726,0.893201,0.97436,1,1,0,7.15796,0.372595
-6.88819,1,0.97436,1,1,0,7.08452,0.319721
-6.96424,0.737093,0.97436,2,3,0,8.13902,0.337512
-6.81468,1,0.97436,1,1,0,6.92194,0.297378
-7.59502,0.823907,0.97436,1,3,0,7.59641,0.430457
-7.15268,1,0.97436,1,1,0,7.52473,0.371867
-7.11741,1,0.97436,1,1,0,7.25683,0.366115
-6.76298,1,0.97436,1,3,0,7.01413,0.272022
-7.85246,0.715776,0.97436,1,3,0,8.42954,0.100177
-6.87295,0.992066,0.97436,2,3,0,7.93096,0.191241
-6.83026,1,0.97436,1,1,0,6.87492,0.201728
-6.766,0.991315,0.97436,1,3,0,6.87423,0.274184
-6.84545,0.971145,0.97436,1,3,0,6.91819,0.197705
-8.55701,0.667448,0.97436,1,3,0,9.00262,0.519191
-7.43925,1,0.97436,1,1,0,8.28305,0.411975
-6.82177,0.972017,0.97436,1,3,0,7.57167,0.204159
-6.97665,0.950201,0.97436,1,3,0,7.15843,0.34012
-6.97587,1,0.97436,1,1,0,7.04925,0.339959
-7.07944,0.965249,0.97436,1,1,0,7.1384,0.359633
-7.07944,0.552587,0.97436,1,3,0,9.65909,0.359633
-6.80439,1,0.97436,2,3,0,7.04189,0.209673
-6.92461,0.971603,0.97436,1,1,0,6.92523,0.181036
-6.74874,0.994876,0.97436,1,3,0,6.92613,0.254749
-6.89283,0.964152,0.97436,1,3,0,6.90505,0.320917
-7.62016,0.89508,0.97436,2,3,0,7.62503,0.433284
-7.70962,0.989146,0.97436,2,3,0,8.00137,0.443038
-6.897,0.940283,0.97436,1,3,0,8.00585,0.186234
-6.75084,1,0.97436,2,3,0,6.87874,0.259468
-6.75626,0.999475,0.97436,2,3,0,6.75645,0.266271
-7.43749,0.65726,0.97436,2,3,0,8.65763,0.411755
-7.43749,0.299744,0.97436,2,7,0,11.6567,0.411755
-7.38756,1,0.97436,1,1,0,7.63056,0.405416
-6.82583,1,0.97436,2,3,0,7.39329,0.202977
-6.76194,1,0.97436,2,3,0,6.80973,0.271228
-6.75832,1,0.97436,1,1,0,6.76322,0.268218
-6.96575,0.791435,0.97436,2,3,0,7.85117,0.174125
-7.00876,0.996958,0.97436,2,3,0,7.04952,0.167705
-7.1248,0.992235,0.97436,2,3,0,7.15829,0.153184
-7.46251,0.883139,0.97436,1,3,0,8.21836,0.414851
-7.31657,1,0.97436,1,1,0,7.58345,0.395989
-6.7848,1,0.97436,1,3,0,7.1477,0.284879
-6.75768,1,0.97436,1,1,0,6.77704,0.267636
-6.75116,1,0.97436,2,3,0,6.75597,0.259986
-6.75116,0.975929,0.97436,1,3,0,6.84382,0.259986
-6.75116,0.928078,0.97436,1,3,0,6.97551,0.259986
-6.93077,0.926109,0.97436,2,3,0,7.15217,0.330111
-6.93913,0.997219,0.97436,1,1,0,6.99564,0.332015
-7.80828,0.736967,0.97436,1,1,0,7.81815,0.453298
-7.45068,1,0.97436,1,1,0,7.87725,0.413395
-7.47406,0.991508,0.97436,1,1,0,7.71172,0.416263
-7.47406,0.74774,0.97436,1,3,0,8.4796,0.416263
-7.05814,0.869424,0.97436,1,3,0,8.14716,0.161103
-7.22358,0.968282,0.97436,1,1,0,7.25632,0.143001
-6.92008,1,0.97436,1,1,0,7.16126,0.181854
-6.84164,0.821436,0.97436,2,3,0,8.35597,0.198678
-6.83292,0.98346,0.97436,2,3,0,7.0131,0.200994
-6.93628,0.961816,0.97436,1,3,0,7.12379,0.331371
-6.90927,1,0.97436,1,1,0,6.97382,0.325024
-6.96615,0.993748,0.97436,2,3,0,7.00854,0.337918
-6.76739,1,0.97436,1,3,0,6.90528,0.275124
-7.18938,0.718526,0.97436,2,3,0,8.26549,0.146349
-6.75778,0.97467,0.97436,1,3,0,7.25243,0.267728
-7.48013,0.833597,0.97436,1,3,0,7.50864,0.417002
-6.93015,1,0.97436,1,1,0,7.30592,0.329969
-6.86064,1,0.97436,2,3,0,6.93259,0.312198
-7.26175,0.581314,0.97436,2,3,0,9.1131,0.388329
-7.66294,0.608104,0.97436,1,3,0,9.12949,0.11045
-6.96696,0.951082,0.97436,1,3,0,8.28557,0.338089
-7.41107,0.856619,0.97436,1,1,0,7.4416,0.408428
-6.76489,1,0.97436,1,3,0,7.22265,0.273414
-6.75894,0.981581,0.97436,2,3,0,6.86272,0.231837
-8.0141,0.809557,0.97436,2,3,0,8.15792,0.0925488
-8.0457,0.996045,0.97436,1,1,0,8.25766,0.0911597
-7.68989,1,0.97436,1,1,0,8.0755,0.108887
-7.41799,1,0.97436,2,3,0,7.71111,0.126632
-7.70717,0.955702,0.97436,1,1,0,7.76752,0.107904
-10.2161,0.782119,0.97436,1,3,0,10.4672,0.0371926
-9.43697,1,0.97436,2,3,0,10.2721,0.0502355
-7.38021,0.964619,0.97436,1,3,0,9.32621,0.129515
-6.85143,0.933034,0.97436,1,3,0,7.70324,0.309494
-6.97486,0.960288,0.97436,1,1,0,6.99218,0.33975
-7.09348,0.960253,0.97436,1,1,0,7.15043,0.362067
-6.77806,0.988873,0.97436,1,3,0,7.14748,0.220227
-9.14864,0.571417,0.97436,1,3,0,9.47854,0.561345
-9.29501,0.94739,0.97436,1,1,0,10.1505,0.570824
-7.29489,0.818235,0.97436,1,3,0,10.4871,0.136522
-7.14956,1,0.97436,1,1,0,7.31961,0.150477
-6.89867,1,0.97436,1,1,0,7.0978,0.185903
-6.80554,1,0.97436,1,1,0,6.87829,0.209282
-7.33422,0.928115,0.97436,2,3,0,7.49555,0.398382
-7.84771,0.828296,0.97436,1,1,0,7.99351,0.457267
-7.84771,0.300271,0.97436,1,1,0,10.0642,0.457267
-7.67225,1,0.97436,1,1,0,8.0836,0.439018
-7.03097,1,0.97436,2,3,0,7.48342,0.350841
-7.67219,0.79617,0.97436,1,1,0,7.71133,0.439012
-7.67219,0.340452,0.97436,1,3,0,10.4941,0.439012
-7.67219,0.510158,0.97436,1,1,0,8.97927,0.439012
-7.67219,0.526972,0.97436,1,1,0,8.92914,0.439012
-7.00272,1,0.97436,2,3,0,7.53355,0.168566
-6.80798,1,0.97436,2,3,0,6.94866,0.294854
-6.8345,0.928621,0.97436,2,3,0,7.16168,0.200566
-6.74839,1,0.97436,1,3,0,6.8245,0.246607
-6.74869,0.966959,0.97436,2,3,0,6.92373,0.254579
-6.75806,0.996581,0.97436,2,3,0,6.76843,0.267981
-7.10453,0.81736,0.97436,2,3,0,7.71245,0.363951
-7.01465,1,0.97436,1,1,0,7.1473,0.347729
-6.74804,1,0.97436,1,3,0,6.96965,0.249283
-6.92667,0.954872,0.97436,1,3,0,6.96696,0.18067
-7.17428,0.922014,0.97436,1,3,0,7.56478,0.375275
-6.78152,1,0.97436,2,3,0,7.20496,0.21861
-6.77042,1,0.97436,1,1,0,6.78249,0.224184
-7.34535,0.903863,0.97436,2,3,0,7.50946,0.13229
-7.08459,1,0.97436,1,1,0,7.3179,0.15784
-7.25815,0.967326,0.97436,1,1,0,7.29366,0.139781
-6.93299,1,0.97436,1,1,0,7.19207,0.179556
-6.7491,0.998084,0.97436,2,3,0,6.93985,0.244226
-8.24937,0.764022,0.97436,2,3,0,8.35397,0.0828937
-7.49601,1,0.97436,1,1,0,8.14872,0.121043
-7.38862,1,0.97436,1,1,0,7.57807,0.128863
-6.75084,0.986975,0.97436,1,3,0,7.37386,0.240692
-6.76019,0.99906,0.97436,2,3,0,6.7602,0.230847
-6.74856,0.99948,0.97436,1,3,0,6.76161,0.254105
-6.9968,0.935029,0.97436,1,3,0,7.0699,0.169421
-6.91833,0.807231,0.97436,2,3,0,8.70679,0.182174
-7.29239,0.941216,0.97436,1,3,0,7.29239,0.136739
-6.75377,0.994525,0.97436,1,3,0,7.25954,0.23676
-6.83104,0.983255,0.97436,1,3,0,6.8347,0.201511
-6.94682,0.963265,0.97436,2,3,0,7.15226,0.177198
-7.75516,0.93648,0.97436,2,3,0,7.8719,0.447835
-7.75516,0.61407,0.97436,1,1,0,8.80612,0.447835
-7.85232,0.964465,0.97436,1,1,0,8.19331,0.457727
-8.98184,0.654892,0.97436,1,1,0,9.26384,0.550121
-7.19835,1,0.97436,2,3,0,8.94596,0.145454
-6.98189,1,0.97436,1,1,0,7.1683,0.171631
-6.7891,0.999327,0.97436,1,3,0,6.93728,0.215361
-6.77354,1,0.97436,1,1,0,6.78898,0.222495
-7.56172,0.816751,0.97436,1,3,0,7.74162,0.426652
-8.36001,0.367514,0.97436,1,3,0,11.0705,0.0788431
-8.11669,1,0.97436,1,1,0,8.48594,0.088149
-7.87484,1,0.97436,1,1,0,8.21349,0.099065
-8.13959,0.966825,0.97436,1,1,0,8.26103,0.0872085
-7.05976,0.981349,0.97436,1,3,0,7.98809,0.160899
-7.76033,0.901003,0.97436,1,3,0,7.76342,0.10497
-7.87925,0.983758,0.97436,1,1,0,8.0291,0.0988477
-6.79517,1,0.97436,2,3,0,7.61234,0.289625
-7.12478,0.947889,0.97436,2,3,0,7.13346,0.153186
-7.05102,1,0.97436,1,1,0,7.16036,0.162012
-6.8985,1,0.97436,2,3,0,7.02732,0.185937
-6.96703,0.965472,0.97436,2,3,0,7.25451,0.173924
-6.81077,0.885189,0.97436,2,3,0,8.19142,0.207555
-7.64929,0.848489,0.97436,1,3,0,7.75221,0.111255
-7.76853,0.98288,0.97436,1,1,0,7.90325,0.104528
-7.37104,1,0.97436,1,1,0,7.74121,0.130234
-6.83274,1,0.97436,1,3,0,7.27574,0.201043
-7.02512,0.956799,0.97436,1,1,0,7.02537,0.165437
-7.15273,0.97474,0.97436,1,1,0,7.18689,0.150138
-6.74889,0.985522,0.97436,1,3,0,7.16651,0.255243
-7.30053,0.859747,0.97436,1,3,0,7.4895,0.136035
-7.52102,0.963578,0.97436,1,1,0,7.57982,0.119345
-6.92961,0.959627,0.97436,2,3,0,8.02922,0.329844
-7.62271,0.881972,0.97436,2,3,0,7.62273,0.112853
-6.74807,0.963455,0.97436,1,3,0,7.67976,0.251268
-7.46743,0.83275,0.97436,1,3,0,7.5313,0.415454
-7.12662,0.831372,0.97436,1,3,0,8.28687,0.15298
-6.95621,0.974342,0.97436,2,3,0,7.45833,0.175652
-6.98567,0.993673,0.97436,1,1,0,7.02772,0.171063
-8.44309,0.826316,0.97436,2,3,0,8.80522,0.0759788
-7.4808,0.946026,0.97436,1,3,0,8.3073,0.122096
-7.21172,0.910989,0.97436,1,3,0,8.40517,0.381
-6.77904,1,0.97436,1,3,0,7.07603,0.281958
-8.27579,0.741124,0.97436,2,3,0,8.31094,0.0819007
-6.83569,1,0.97436,2,3,0,7.89697,0.304603
-7.40448,0.759645,0.97436,2,3,0,8.22961,0.127649
-9.15046,0.747896,0.97436,1,3,0,10.6667,0.561465
-9.659,0.94328,0.97436,2,3,0,10.4706,0.593049
-6.92612,1,0.97436,1,3,0,9.74129,0.180767
-6.92612,0.368838,0.97436,1,3,0,11.6397,0.180767
-6.79235,0.837677,0.97436,2,3,0,8.18636,0.214068
-6.7716,0.860447,0.97436,2,3,0,7.71063,0.223532
-6.82345,0.995177,0.97436,2,3,0,6.82413,0.300508
-7.1032,0.879722,0.97436,2,3,0,7.4814,0.155642
-7.54061,0.974514,0.97436,2,3,0,7.54647,0.118044
-7.58721,0.992812,0.97436,1,1,0,7.72874,0.115048
-7.44698,1,0.97436,2,3,0,7.6646,0.124501
-7.10336,1,0.97436,1,1,0,7.39764,0.155623
-7.35824,0.953579,0.97436,1,1,0,7.38322,0.131251
-8.19383,0.880907,0.97436,1,1,0,8.19394,0.0850377
-7.84236,1,0.97436,1,1,0,8.24479,0.100686
-6.82763,1,0.97436,1,3,0,7.75032,0.202465
-8.94276,0.721647,0.97436,2,3,0,9.12797,0.0613636
-6.79263,0.928034,0.97436,1,3,0,9.14312,0.213961
-6.76094,1,0.97436,2,3,0,6.78385,0.270445
-6.98897,0.871912,0.97436,2,3,0,7.41337,0.342646
-6.78145,1,0.97436,1,1,0,6.92321,0.28321
-6.80146,0.955849,0.97436,2,3,0,6.99,0.292267
-7.35619,0.872838,0.97436,1,3,0,7.35706,0.401313
-6.77756,1,0.97436,1,3,0,7.17662,0.281169
-6.91031,0.959269,0.97436,1,1,0,6.91061,0.325276
-6.91031,0.665196,0.97436,1,3,0,8.55365,0.325276
-6.7685,0.992156,0.97436,1,3,0,6.95404,0.225287
-7.8211,0.767153,0.97436,1,3,0,8.01247,0.454596
-7.07739,1,0.97436,1,1,0,7.60178,0.359274
-6.85514,1,0.97436,1,1,0,7.01559,0.310596
-6.82524,0.88773,0.97436,2,3,0,7.35198,0.301125
-6.79687,1,0.97436,1,1,0,6.82675,0.290357
-6.76187,1,0.97436,1,1,0,6.78699,0.271174
-7.53786,0.628112,0.97436,2,3,0,9.13845,0.118225
-6.76571,1,0.97436,2,3,0,7.37305,0.273986
-6.77944,0.995869,0.97436,1,1,0,6.78256,0.282171
-6.96074,0.944409,0.97436,1,1,0,6.96077,0.336765
-6.85267,0.964235,0.97436,1,3,0,7.17881,0.195915
-6.93125,0.982064,0.97436,1,1,0,6.94237,0.17986
-7.00735,0.983665,0.97436,1,1,0,7.03404,0.167904
-7.73774,0.942824,0.97436,2,3,0,7.78702,0.446013
-6.89158,1,0.97436,1,1,0,7.44763,0.320599
-7.4761,0.818104,0.97436,1,1,0,7.4836,0.416512
-6.74992,0.873317,0.97436,2,3,0,8.11483,0.242348
-6.77706,0.99285,0.97436,2,3,0,6.7976,0.220715
-7.01662,0.934292,0.97436,1,3,0,7.13143,0.348109
-6.75297,0.934598,0.97436,2,3,0,7.33253,0.262575
-6.81861,0.969794,0.97436,2,3,0,6.91399,0.298803
-6.80877,1,0.97436,1,1,0,6.8322,0.29516
-8.35232,0.726972,0.97436,2,3,0,8.37175,0.0791155
-7.07933,0.982629,0.97436,1,3,0,8.20049,0.158475
-6.8766,1,0.97436,1,1,0,7.0375,0.190448
-6.78618,1,0.97436,2,3,0,6.85124,0.285542
-6.94678,0.922776,0.97436,2,3,0,7.20123,0.177205
-8.61772,0.68371,0.97436,1,3,0,9.26855,0.52384
-6.93244,1,0.97436,1,1,0,8.01878,0.330495
-6.85477,1,0.97436,2,3,0,6.92955,0.310488
-6.74988,0.984826,0.97436,2,3,0,6.93965,0.257672
-6.75269,0.947105,0.97436,2,3,0,7.0217,0.238053
-6.74993,0.999208,0.97436,2,3,0,6.75789,0.25777
-6.75166,0.999499,0.97436,1,1,0,6.75194,0.260768
-6.97858,0.944827,0.97436,1,3,0,6.9904,0.34052
-9.44962,0.409775,0.97436,1,1,0,9.44968,0.580487
-6.74809,1,0.97436,1,3,0,8.77921,0.248595
-7.13346,0.869936,0.97436,2,3,0,7.5135,0.368762
